"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2008"	"2008"	"Homicide"	"3"	377	8711090	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2008"	"2008"	"Undetermined "	"4"	54	8711090	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	Suppressed	8711090	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	66543	8711090	763.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2009"	"2009"	"Unintentional"	"1"	1875	8755602	21.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2009"	"2009"	"Suicide"	"2"	557	8755602	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2009"	"2009"	"Homicide"	"3"	328	8755602	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2009"	"2009"	"Undetermined "	"4"	18	8755602	0.2 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	Suppressed	8755602	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	65496	8755602	748.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2010"	"2010"	"Unintentional"	"1"	2486	8791894	28.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2010"	"2010"	"Suicide"	"2"	719	8791894	8.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2010"	"2010"	"Homicide"	"3"	388	8791894	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2010"	"2010"	"Undetermined "	"4"	55	8791894	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	Suppressed	8791894	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	65843	8791894	748.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2011"	"2011"	"Unintentional"	"1"	2685	8841243	30.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2011"	"2011"	"Suicide"	"2"	689	8841243	7.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2011"	"2011"	"Homicide"	"3"	413	8841243	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2011"	"2011"	"Undetermined "	"4"	82	8841243	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	Suppressed	8841243	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	66680	8841243	754.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2012"	"2012"	"Unintentional"	"1"	2990	8873211	33.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2012"	"2012"	"Suicide"	"2"	683	8873211	7.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2012"	"2012"	"Homicide"	"3"	405	8873211	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2012"	"2012"	"Undetermined "	"4"	84	8873211	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	Suppressed	8873211	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	66365	8873211	747.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2013"	"2013"	"Unintentional"	"1"	3028	8899162	34.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2013"	"2013"	"Suicide"	"2"	757	8899162	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2013"	"2013"	"Homicide"	"3"	419	8899162	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2013"	"2013"	"Undetermined "	"4"	63	8899162	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	Suppressed	8899162	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	67128	8899162	754.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2014"	"2014"	"Unintentional"	"1"	2970	8925001	33.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2014"	"2014"	"Suicide"	"2"	786	8925001	8.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2014"	"2014"	"Homicide"	"3"	372	8925001	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2014"	"2014"	"Undetermined "	"4"	75	8925001	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	Suppressed	8925001	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	67106	8925001	751.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2015"	"2015"	"Unintentional"	"1"	3218	8935421	36.0
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2015"	"2015"	"Suicide"	"2"	789	8935421	8.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2015"	"2015"	"Homicide"	"3"	388	8935421	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2015"	"2015"	"Undetermined "	"4"	62	8935421	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	12	8935421	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	67802	8935421	758.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2016"	"2016"	"Unintentional"	"1"	3839	8944469	42.9
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2016"	"2016"	"Suicide"	"2"	687	8944469	7.7
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2016"	"2016"	"Homicide"	"3"	395	8944469	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2016"	"2016"	"Undetermined "	"4"	76	8944469	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	Suppressed	8944469	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New Jersey"	"34"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	68155	8944469	762.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"1999"	"1999"	"Unintentional"	"1"	4797	18882725	25.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"1999"	"1999"	"Suicide"	"2"	1196	18882725	6.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"1999"	"1999"	"Homicide"	"3"	969	18882725	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"1999"	"1999"	"Undetermined "	"4"	115	18882725	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	11	18882725	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	152839	18882725	809.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2000"	"2000"	"Unintentional"	"1"	4244	18976457	22.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2000"	"2000"	"Suicide"	"2"	1132	18976457	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2000"	"2000"	"Homicide"	"3"	991	18976457	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2000"	"2000"	"Undetermined "	"4"	114	18976457	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	12	18976457	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	151710	18976457	799.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2001"	"2001"	"Unintentional"	"1"	4982	19082838	26.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2001"	"2001"	"Suicide"	"2"	1253	19082838	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2001"	"2001"	"Homicide"	"3"	2818	19082838	14.8
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2001"	"2001"	"Undetermined "	"4"	159	19082838	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	12	19082838	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	150016	19082838	786.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2002"	"2002"	"Unintentional"	"1"	4663	19137800	24.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2002"	"2002"	"Suicide"	"2"	1228	19137800	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2002"	"2002"	"Homicide"	"3"	929	19137800	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2002"	"2002"	"Undetermined "	"4"	160	19137800	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	14	19137800	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	151124	19137800	789.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2003"	"2003"	"Unintentional"	"1"	4708	19175939	24.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2003"	"2003"	"Suicide"	"2"	1169	19175939	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2003"	"2003"	"Homicide"	"3"	963	19175939	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2003"	"2003"	"Undetermined "	"4"	124	19175939	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	10	19175939	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	148903	19175939	776.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2004"	"2004"	"Unintentional"	"1"	4530	19171567	23.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2004"	"2004"	"Suicide"	"2"	1187	19171567	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2004"	"2004"	"Homicide"	"3"	860	19171567	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2004"	"2004"	"Undetermined "	"4"	107	19171567	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	10	19171567	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	145987	19171567	761.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2005"	"2005"	"Unintentional"	"1"	4645	19132610	24.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2005"	"2005"	"Suicide"	"2"	1189	19132610	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2005"	"2005"	"Homicide"	"3"	901	19132610	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2005"	"2005"	"Undetermined "	"4"	143	19132610	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	10	19132610	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	145539	19132610	760.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2006"	"2006"	"Unintentional"	"1"	5235	19104631	27.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2006"	"2006"	"Suicide"	"2"	1326	19104631	6.9
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2006"	"2006"	"Homicide"	"3"	962	19104631	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2006"	"2006"	"Undetermined "	"4"	270	19104631	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	Suppressed	19104631	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	141006	19104631	738.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2007"	"2007"	"Unintentional"	"1"	5160	19132335	27.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2007"	"2007"	"Suicide"	"2"	1396	19132335	7.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2007"	"2007"	"Homicide"	"3"	840	19132335	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2007"	"2007"	"Undetermined "	"4"	300	19132335	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	10	19132335	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	139974	19132335	731.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2008"	"2008"	"Unintentional"	"1"	5042	19212436	26.2
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2008"	"2008"	"Suicide"	"2"	1409	19212436	7.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2008"	"2008"	"Homicide"	"3"	882	19212436	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2008"	"2008"	"Undetermined "	"4"	266	19212436	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	11	19212436	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	141088	19212436	734.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2009"	"2009"	"Unintentional"	"1"	4891	19307066	25.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2009"	"2009"	"Suicide"	"2"	1417	19307066	7.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2009"	"2009"	"Homicide"	"3"	840	19307066	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2009"	"2009"	"Undetermined "	"4"	262	19307066	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	17	19307066	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	139048	19307066	720.2
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2010"	"2010"	"Unintentional"	"1"	5004	19378102	25.8
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2010"	"2010"	"Suicide"	"2"	1547	19378102	8.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2010"	"2010"	"Homicide"	"3"	898	19378102	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2010"	"2010"	"Undetermined "	"4"	266	19378102	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	10	19378102	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	138707	19378102	715.8
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2011"	"2011"	"Unintentional"	"1"	5537	19519529	28.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2011"	"2011"	"Suicide"	"2"	1658	19519529	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2011"	"2011"	"Homicide"	"3"	830	19519529	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2011"	"2011"	"Undetermined "	"4"	297	19519529	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	14	19519529	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	140838	19519529	721.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2012"	"2012"	"Unintentional"	"1"	5786	19602769	29.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2012"	"2012"	"Suicide"	"2"	1708	19602769	8.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2012"	"2012"	"Homicide"	"3"	730	19602769	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2012"	"2012"	"Undetermined "	"4"	276	19602769	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	20	19602769	0.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	140471	19602769	716.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2013"	"2013"	"Unintentional"	"1"	5927	19673546	30.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2013"	"2013"	"Suicide"	"2"	1687	19673546	8.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2013"	"2013"	"Homicide"	"3"	686	19673546	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2013"	"2013"	"Undetermined "	"4"	258	19673546	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	15	19673546	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	142346	19673546	723.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2014"	"2014"	"Unintentional"	"1"	5945	19718515	30.1
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2014"	"2014"	"Suicide"	"2"	1700	19718515	8.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2014"	"2014"	"Homicide"	"3"	662	19718515	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2014"	"2014"	"Undetermined "	"4"	264	19718515	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	14	19718515	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	141359	19718515	716.9
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2015"	"2015"	"Unintentional"	"1"	6515	19747183	33.0
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2015"	"2015"	"Suicide"	"2"	1652	19747183	8.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2015"	"2015"	"Homicide"	"3"	671	19747183	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2015"	"2015"	"Undetermined "	"4"	315	19747183	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	11	19747183	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	144464	19747183	731.6
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2016"	"2016"	"Unintentional"	"1"	7354	19745289	37.2
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2016"	"2016"	"Suicide"	"2"	1679	19745289	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2016"	"2016"	"Homicide"	"3"	696	19745289	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2016"	"2016"	"Undetermined "	"4"	335	19745289	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	14	19745289	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"New York"	"36"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	144280	19745289	730.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"1999"	"1999"	"Unintentional"	"1"	4614	12263805	37.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"1999"	"1999"	"Suicide"	"2"	1284	12263805	10.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"1999"	"1999"	"Homicide"	"3"	639	12263805	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"1999"	"1999"	"Undetermined "	"4"	193	12263805	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	Suppressed	12263805	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	123545	12263805	1007.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2000"	"2000"	"Unintentional"	"1"	4583	12281054	37.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2000"	"2000"	"Suicide"	"2"	1356	12281054	11.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2000"	"2000"	"Homicide"	"3"	650	12281054	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2000"	"2000"	"Undetermined "	"4"	107	12281054	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	14	12281054	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	124103	12281054	1010.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2001"	"2001"	"Unintentional"	"1"	4552	12298970	37.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2001"	"2001"	"Suicide"	"2"	1276	12298970	10.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2001"	"2001"	"Homicide"	"3"	671	12298970	5.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2001"	"2001"	"Undetermined "	"4"	100	12298970	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	10	12298970	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	123120	12298970	1001.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2002"	"2002"	"Unintentional"	"1"	4728	12331031	38.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2002"	"2002"	"Suicide"	"2"	1341	12331031	10.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2002"	"2002"	"Homicide"	"3"	640	12331031	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2002"	"2002"	"Undetermined "	"4"	105	12331031	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	13	12331031	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	123396	12331031	1000.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2003"	"2003"	"Unintentional"	"1"	5014	12374658	40.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2003"	"2003"	"Suicide"	"2"	1340	12374658	10.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2003"	"2003"	"Homicide"	"3"	676	12374658	5.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2003"	"2003"	"Undetermined "	"4"	140	12374658	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	11	12374658	0.1 (Unreliable)
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	122588	12374658	990.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2004"	"2004"	"Unintentional"	"1"	5200	12410722	41.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2004"	"2004"	"Suicide"	"2"	1410	12410722	11.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2004"	"2004"	"Homicide"	"3"	683	12410722	5.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2004"	"2004"	"Undetermined "	"4"	144	12410722	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	Suppressed	12410722	Suppressed
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	120194	12410722	968.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"2005"	"2005"	"Unintentional"	"1"	5446	12449990	43.7
